song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
go,spotify:track:741wqAxJIPwjHWLjyG2so6,nct 2018 empathy,spotify:album:3KAJvo62RNQEtXwIyB5rzX,nct,spotify:artist:48eO052eSDcn8aTxiv6QaG,3/14/18,61,207173,0.308,0.76,0.9279999999999999,0.0,8.0,0.07200000000000001,-3.645,0.0,0.215,131.985,4.0,0.6729999999999999
breakthrough,spotify:track:5COO2JgOmHIJ2jsXFwflz8,breakthrough,spotify:album:7LWfEiSeue9BXPbUOH34q6,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,6/12/19,61,217650,0.0439,0.868,0.728,0.0,6.0,0.0975,-3.338,0.0,0.11,112.006,4.0,0.616
7 days,spotify:track:0nsL0AalAUFNCi7DYhnihQ,reload,spotify:album:1V5ilz8ghPl1PZJA1hbw3r,nct dream,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,4/29/20,61,197280,0.146,0.7440000000000001,0.89,0.0,6.0,0.121,-3.134,0.0,0.0824,99.95,4.0,0.629
whistle,spotify:track:3sgrwjWNJy753U30irIdEN,blackpink in your area,spotify:album:4cpZazoKuj3jD6x2GrSX2w,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,12/5/18,61,211373,0.00237,0.825,0.721,0.0,6.0,0.0977,-5.444,0.0,0.0473,102.999,4.0,0.59
let me know,spotify:track:5eM0WUGlosevLM5sA6UsWd,dark & wild,spotify:album:7FxxU3EP37uMsZf8FilkDR,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,8/20/14,61,254973,0.0116,0.614,0.828,0.0,11.0,0.0961,-4.84,0.0,0.0815,136.1,4.0,0.16
heroine,spotify:track:5gA9Xn8oPts2aewPgxVkPD,heroine,spotify:album:4lWDPUQmrZPyO9T9pWfZc2,sunmi,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,1/18/18,61,195000,0.0582,0.6729999999999999,0.782,1.4e-06,7.0,0.391,-3.911,1.0,0.0404,121.991,4.0,0.609
lost,spotify:track:44F7Ieb36A6B2mXgrJLdR9,wings,spotify:album:17FnTn4P3Bkyf6mbNQDhhy,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,10/10/16,61,241787,0.000371,0.547,0.84,0.0,9.0,0.0562,-4.156000000000001,0.0,0.0551,85.001,4.0,0.479
cool,spotify:track:7Cz1Ny3XhRz6KBT0YHVHyf,weki meki 4th mini album [new rules],spotify:album:3VRhzwIZ6kfd7CSirU2E7x,weki meki,spotify:artist:5LWkv2hDbDwZL3zNwZYNPx,10/8/20,61,209786,0.0633,0.754,0.856,0.0,6.0,0.0513,-2.785,1.0,0.0799,127.074,4.0,0.613
follow,spotify:track:7ri0aUbwDcItOnQbywEGU5,follow - find you,spotify:album:3s5WpeDw4JOec54wEgmJBy,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,10/28/19,61,213440,0.0305,0.638,0.93,2.38e-06,0.0,0.228,-2.214,1.0,0.0923,109.961,4.0,0.7340000000000001
소방차 fire truck,spotify:track:5hHlmrSV6d9LFMsDA1lamE,nct #127 - the 1st mini album,spotify:album:7xmqXxPAmkgn5HK9FcyBxR,nct 127,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,7/10/16,61,178565,0.11599999999999999,0.7240000000000001,0.976,1.3000000000000001e-05,1.0,0.35200000000000004,-3.279,1.0,0.0602,110.006,4.0,0.626
"my universe (seungmin, i.n feat. changbin)",spotify:track:4wMKQGoS7TwkGMvPk9lcHG,in life,spotify:album:1fOJ6SHLXOLnsuuwiLyzft,stray kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,9/14/20,61,203424,0.0741,0.6729999999999999,0.794,0.0,1.0,0.132,-3.6639999999999997,1.0,0.0549,92.038,4.0,0.349
lmm,spotify:track:61RWlWnaIKrOBnmjdQgFOH,maría,spotify:album:5YYY7QCkq3pSw4Hoc1m0D3,hwa sa,spotify:artist:7bmYpVgQub656uNTu6qGNQ,6/29/20,61,281906,0.845,0.29600000000000004,0.423,7.290000000000001e-05,0.0,0.9259999999999999,-5.807,1.0,0.033,137.196,4.0,0.203
our summer,spotify:track:3qbHA5vvQj249vmnhcTxQV,the dream chapter: star,spotify:album:2EUGHPf9UCnInxJ8p7gDVg,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,3/4/19,61,210280,0.0028,0.7390000000000001,0.5710000000000001,0.0,7.0,0.165,-5.537000000000001,1.0,0.0323,107.98,4.0,0.24600000000000002
zimzalabim,spotify:track:2cvi3IRTibXzmAm4f8P2HP,‘the reve festival’ finale,spotify:album:3rVtm00UfbuzWOewdm4iYM,red velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,12/23/19,61,190859,0.0028,0.68,0.878,2.22e-05,5.0,0.336,-4.791,0.0,0.179,127.991,4.0,0.531
hit,spotify:track:0xHgclG2TeqIzB8N3Wb5rP,hit,spotify:album:36HsGgJsOHL4cHqR4J2GEU,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,8/5/19,61,203493,0.0881,0.615,0.904,0.0,9.0,0.11699999999999999,-3.955,0.0,0.221,130.047,4.0,0.6920000000000001
love is not over (full length edition),spotify:track:3p5PbT7QMSQpTG5X1qUqk1,the most beautiful moment in life: young forever,spotify:album:7qvA0kf1dkmR1As2gOnBPn,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/2/16,61,221619,0.124,0.462,0.5770000000000001,0.0,2.0,0.127,-5.0889999999999995,1.0,0.0846,102.97200000000001,4.0,0.278
kidult,spotify:track:23EXCgTa99RN6b3KwtkodK,heng:garæ,spotify:album:3tWstxfjHMtqt2ZsRvhlYy,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,6/22/20,61,192893,0.24100000000000002,0.55,0.743,0.0,4.0,0.289,-3.634,1.0,0.0504,152.048,4.0,0.634
all my love,spotify:track:11zGbqR6W7biyOgSm3WGSO,; [semicolon],spotify:album:1EMYSiKKTSKLZrOC2nTStL,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,10/19/20,61,201946,0.392,0.674,0.7170000000000001,0.0,7.0,0.31,-5.934,1.0,0.0609,88.006,4.0,0.672
bdz,spotify:track:6ceKChoZYLdw24Ph1CDFUJ,bdz,spotify:album:3Bi7hl11zYHpw6uE6gAtSs,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,9/12/18,61,197800,0.0113,0.715,0.862,0.0,10.0,0.10800000000000001,-2.718,0.0,0.0444,137.93,4.0,0.6679999999999999
all night (bts world original soundtrack) [pt. 3],spotify:track:70sKIAQgaVN2zWEEyOpyMZ,all night (bts world original soundtrack) [pt. 3],spotify:album:53dPHVEHHiHZusK0l4q26R,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,6/21/19,61,216873,0.193,0.725,0.706,0.0,5.0,0.109,-4.766,1.0,0.121,120.042,4.0,0.667
bts cypher pt.3: killer,spotify:track:2kyht6yYIHLianPBFxx7Mt,dark & wild,spotify:album:7FxxU3EP37uMsZf8FilkDR,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,8/20/14,61,267782,0.0217,0.7929999999999999,0.924,0.0,4.0,0.644,-3.017,0.0,0.321,140.03,4.0,0.665
power,spotify:track:53YZi9zgTnF0Py0K6ejyWz,the power of music– the 4th album ‘the war’ repackage,spotify:album:5yUlewRtRySsb77hEoTTIu,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,9/5/17,61,222405,0.0315,0.657,0.943,0.0,7.0,0.149,-3.031,1.0,0.0856,127.958,4.0,0.76
devil,spotify:track:3aG0gbuvZ1VeVm68d4J6Yq,devil,spotify:album:1HpLXN8RRy1lHO3jckCTkN,clc,spotify:artist:6QyO41KctzGc70mVaVnXQO,9/6/19,61,177000,0.034,0.79,0.888,4.48e-06,10.0,0.0783,-3.589,0.0,0.0479,148.028,4.0,0.946
누군가 필요해 i need somebody,spotify:track:4aceMabp5rzZYoKKXsUffr,moonrise,spotify:album:4cIBNWCiJdOupf3cjuKpvG,day6,spotify:artist:5TnQc2N1iKlFjYD7CPGvFc,12/6/17,61,218737,0.127,0.419,0.532,0.0,5.0,0.0785,-4.7589999999999995,0.0,0.0344,184.197,4.0,0.337
silver spoon,spotify:track:1ACMf8SOANvKlOu4vTWiJN,the most beautiful moment in life pt.2,spotify:album:4frjaGAtuBmm8CPuYPY4oG,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,11/30/15,61,233160,0.0010199999999999999,0.65,0.879,0.0,9.0,0.0483,-2.886,1.0,0.0731,166.89700000000002,4.0,0.536
attack on bangtan,spotify:track:2BNuFV7ROaRHu2j3N6k729,"o!rul8,2?",spotify:album:7xp8NlqiWjtSJ8oFvyShB2,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,9/11/13,61,246525,0.20199999999999999,0.7190000000000001,0.9620000000000001,0.0,11.0,0.165,-2.555,0.0,0.265,117.999,4.0,0.669
shot clock,spotify:track:5HSooivbDgCWBOv24vtYiB,eyes wide open,spotify:album:33jypnU7WULxPaVrjj4RXH,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,10/26/20,61,209480,0.10800000000000001,0.79,0.927,0.0,1.0,0.35700000000000004,-2.4290000000000003,1.0,0.141,97.995,4.0,0.5529999999999999
we are young,spotify:track:7JkWbwxCqmm913MgcxIozF,breath of love: last piece,spotify:album:5vL6vinpOUVWOV2T8VjL4H,got7,spotify:artist:6nfDaffa50mKtEOwR8g4df,11/30/20,61,210130,0.254,0.7859999999999999,0.639,0.0,5.0,0.11599999999999999,-5.313,1.0,0.0584,140.011,4.0,0.7240000000000001
good to me,spotify:track:2ujZatFh8uZMkiBTu2z7AH,seventeen 6th mini album 'you made my dawn',spotify:album:1Or4crj0DlitdTRp36TjnT,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,1/21/19,61,189714,0.145,0.647,0.8320000000000001,0.0,11.0,0.0465,-3.969,0.0,0.0683,140.05,4.0,0.82
energetic,spotify:track:3NkkcnnKrNHv4AiGaPdD76,1-1=0 (nothing without you),spotify:album:0fxMTiQG9ym37gYmIXgqG8,wanna one,spotify:artist:2CvaqAMMsX576VBehaJ0Wx,11/13/17,61,189355,0.057999999999999996,0.7140000000000001,0.8859999999999999,0.0,0.0,0.11199999999999999,-3.076,1.0,0.0461,125.046,4.0,0.752
shoot out,spotify:track:55Md5fnLfCpXzUATASy6Rk,take.1 are you there?,spotify:album:1mJf2cC6TfClR8cICGZP7I,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,10/22/18,61,207173,0.0599,0.613,0.868,0.0,6.0,0.35200000000000004,-2.792,0.0,0.14300000000000002,165.13299999999998,4.0,0.39399999999999996
sorry i'm not sorry,spotify:track:0SEy222w1gkxs6eJioH794,fatal love,spotify:album:3x2BuKhzRIRjU4jm1WxFo3,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,11/2/20,61,207639,0.575,0.573,0.491,1.25e-06,5.0,0.10099999999999999,-8.207,0.0,0.0442,205.68200000000002,4.0,0.6559999999999999
the first snow,spotify:track:2VNpT9fRk1kyksT0S4coZR,miracles in december,spotify:album:7xKAWXGHTlXovWpEVu1csM,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,12/9/13,61,207667,0.00542,0.636,0.674,0.0,7.0,0.145,-6.622999999999999,0.0,0.0444,82.985,4.0,0.8140000000000001
spine breaker,spotify:track:3CYqr8tC0Y3mrw80y6zqJC,skool luv affair,spotify:album:5DIb84mvBHZnYFpIsdt2tL,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/12/14,61,238529,0.16699999999999998,0.68,0.927,0.0,0.0,0.43700000000000006,-1.058,1.0,0.149,93.975,4.0,0.862
1+1,spotify:track:1hcdSZ6FasEAByx6BrjGXY,breath of love: last piece,spotify:album:5vL6vinpOUVWOV2T8VjL4H,got7,spotify:artist:6nfDaffa50mKtEOwR8g4df,11/30/20,61,194960,0.141,0.7170000000000001,0.863,3.94e-06,3.0,0.218,-6.263,1.0,0.0486,144.016,4.0,0.82
tomorrow,spotify:track:1n99s09TM651WSXOMxyoHF,skool luv affair,spotify:album:5DIb84mvBHZnYFpIsdt2tL,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/12/14,61,261574,0.00941,0.311,0.887,0.0,1.0,0.281,-2.5780000000000003,0.0,0.27699999999999997,175.483,3.0,0.627
love foolish,spotify:track:5ipJi9h2ghaThn6EUwO3B2,feel special,spotify:album:5MmndGNrJgTLd5W7HNmVST,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,9/23/19,61,191226,0.11800000000000001,0.721,0.84,4.34e-06,2.0,0.0576,-2.298,0.0,0.0973,114.965,4.0,0.5770000000000001
i love you,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,i love you,spotify:album:0BePiDVdS09GVoBe30WMAd,exid,spotify:artist:1xs6WFotNQSXweo0GXrS0O,11/21/18,61,194699,0.000371,0.695,0.8320000000000001,0.00048300000000000003,9.0,0.469,-3.455,0.0,0.0288,111.99700000000001,4.0,0.249
run,spotify:track:0PAq1DRlOGBAjXLno94j6b,the most beautiful moment in life pt.2,spotify:album:4frjaGAtuBmm8CPuYPY4oG,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,11/30/15,61,236748,0.00146,0.5539999999999999,0.878,0.0,11.0,0.0998,-3.02,0.0,0.0513,132.889,4.0,0.55
17 (pink sweat$ feat. joshua and dk of seventeen),spotify:track:5SifNhmUO8iSEoWFQU8kxH,17 (feat. joshua and dk of seventeen),spotify:album:7mzdXVXYiXgZEuj3zMspDs,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,9/17/20,61,160819,0.11199999999999999,0.615,0.38299999999999995,0.0,5.0,0.10800000000000001,-8.575,1.0,0.0597,129.358,4.0,0.306
i don't miss you,spotify:track:42I5z4IRj90oQ5iyk6aqGc,i don't miss you,spotify:album:3VWdyUAxBEt5gY2sXJUzFT,eric nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,11/8/18,61,172634,0.405,0.8490000000000001,0.564,0.0,7.0,0.151,-5.559,0.0,0.0694,108.056,4.0,0.794
pretty u,spotify:track:1117juaaAkSIUsQxTmmcKM,first 'love&letter',spotify:album:50BrkBakrLWufmTLjCVBwn,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,4/25/16,61,207299,0.0173,0.642,0.9309999999999999,0.0,8.0,0.0815,-2.82,1.0,0.163,155.088,4.0,0.884
up & down,spotify:track:6BKOhvRPY54uvfqWwg7MKi,ah yeah,spotify:album:54r8xseUAz0c9ORidjAKmZ,exid,spotify:artist:1xs6WFotNQSXweo0GXrS0O,4/14/15,61,189882,0.0018899999999999998,0.7140000000000001,0.812,1.96e-06,7.0,0.22899999999999998,-2.7030000000000003,1.0,0.0351,112.01799999999999,4.0,0.377
view,spotify:track:46E1ic6n099e76t5J1TbHn,odd - the 4th album,spotify:album:47zSQLQWjPLmiEbCpOOEJa,shinee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,5/18/15,61,190821,0.04,0.728,0.8009999999999999,0.0,6.0,0.0415,-4.428,0.0,0.0439,123.95299999999999,4.0,0.6559999999999999
crazy,spotify:track:7ehFSpcDs3PBExiLPwXQP9,crazy,spotify:album:7rxIGZnWtFAmEP0LAGMF3E,4minute,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,2/9/15,61,192400,0.00589,0.54,0.929,4.01e-06,7.0,0.424,-2.6460000000000004,1.0,0.278,176.023,4.0,0.624
soulmate (zico feat. iu),spotify:track:1pz24zu5H9A0S1a2NKT4F0,soulmate (feat. iu),spotify:album:0aDnkPxX660ezxCWBcqzVo,iu,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,7/30/18,61,219390,0.23399999999999999,0.855,0.58,0.0,5.0,0.0965,-6.9510000000000005,1.0,0.141,96.99799999999999,4.0,0.518
all with you,spotify:track:1pEavn8UFAeij6afPwWfvM,"moonlovers: scarlet heart ryeo (original television soundtrack), pt 5",spotify:album:4Vya3kxqlogdf46anL8rut,taeyeon,spotify:artist:3qNVuliS40BLgXGxhdBdqu,9/13/16,60,233939,0.7559999999999999,0.247,0.41,2.93e-06,6.0,0.127,-5.725,1.0,0.0331,62.91,4.0,0.125
levanter,spotify:track:4mtPGvoOvfqskC9M3tNZrV,clé : levanter,spotify:album:5tCOElmd7wcBGbt1f8bFYR,stray kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,12/9/19,60,195656,0.00747,0.5589999999999999,0.695,0.0,9.0,0.545,-4.7219999999999995,1.0,0.0518,149.964,4.0,0.349
hey buddy,spotify:track:1hd8IgMElWy3OqcFVjZMUx,; [semicolon],spotify:album:1EMYSiKKTSKLZrOC2nTStL,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,10/19/20,60,198240,0.0284,0.768,0.887,0.0,4.0,0.23,-3.843,0.0,0.11,115.95,4.0,0.54
sunshine,spotify:track:2wpiWR4tTz4ewnYV1v4KQC,clé : levanter,spotify:album:5tCOElmd7wcBGbt1f8bFYR,stray kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,12/9/19,60,222284,0.0849,0.725,0.655,0.0,0.0,0.161,-5.766,0.0,0.0656,143.019,4.0,0.493
maze in the mirror,spotify:track:2tYA2hPbaJqshY73q15wJz,the dream chapter: eternity,spotify:album:2fL64wNyyZ4BwwRImYeora,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,5/18/20,60,226083,0.209,0.379,0.505,0.0,10.0,0.11699999999999999,-4.979,1.0,0.0302,152.764,4.0,0.45799999999999996
playing with fire,spotify:track:29x3S9kmzTGHswtjSVeUPr,blackpink in your area,spotify:album:4cpZazoKuj3jD6x2GrSX2w,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,12/5/18,60,195986,0.0243,0.664,0.779,0.0,4.0,0.17800000000000002,-3.8360000000000003,0.0,0.0681,97.03200000000001,4.0,0.655
beastmode,spotify:track:1eE7QzYxnnh06pJaZ4QhwN,fatal love,spotify:album:3x2BuKhzRIRjU4jm1WxFo3,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,11/2/20,60,195400,0.022000000000000002,0.623,0.9,0.0,5.0,0.10099999999999999,-1.808,0.0,0.0878,95.949,4.0,0.504
angel or devil,spotify:track:7pxea3fReuhapHvxXJn95P,the dream chapter: magic,spotify:album:5KoR6s906nbO21C9ZPdwTv,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,10/21/19,60,232480,0.0201,0.792,0.73,0.0,7.0,0.366,-4.803999999999999,1.0,0.081,104.008,4.0,0.436
無限的我 무한적아; limitless,spotify:track:6m96zMB8BrLrpyT7NvApxB,nct#127 limitless - the 2nd mini album,spotify:album:4EEfpF1qcPAl1J4Z770A2U,nct 127,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,1/6/17,60,247467,0.009340000000000001,0.614,0.747,0.0,5.0,0.0337,-5.655,0.0,0.0743,78.21600000000001,4.0,0.5379999999999999
blue orangeade,spotify:track:7C31PdvTuSvEFqn2sKISsX,the dream chapter: star,spotify:album:2EUGHPf9UCnInxJ8p7gDVg,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,3/4/19,60,185520,0.00611,0.758,0.848,0.0,0.0,0.14300000000000002,-3.6010000000000004,1.0,0.0572,111.015,4.0,0.42
don't go,spotify:track:1Acgi7wxVD9OF3iQnFe8Q4,the 1st album 'xoxo' (repackage),spotify:album:4qduCvpyBL5hGYdBvCvcDA,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,8/5/13,60,214380,0.276,0.575,0.9,0.0,1.0,0.171,-3.7230000000000003,1.0,0.0711,156.028,4.0,0.716
rain,spotify:track:4HEFpKZaYWGTjgCjhnSShV,dark & wild,spotify:album:7FxxU3EP37uMsZf8FilkDR,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,8/20/14,60,264666,0.031,0.7020000000000001,0.851,0.0,1.0,0.354,-4.918,0.0,0.14300000000000002,89.95700000000001,4.0,0.313
mansae,spotify:track:5rIsrawNyPv1q8v11iwJsh,seventeen 2nd mini album 'boys be',spotify:album:18aXrsD7zdPD6NSIfdwExD,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,9/10/15,60,186874,0.0547,0.7490000000000001,0.955,0.0,7.0,0.11199999999999999,-1.767,1.0,0.0867,111.96,4.0,0.7609999999999999
dumb litty,spotify:track:00emjlCv9azBN0fzuuyLqy,kard 2nd digital single ‘dumb litty’,spotify:album:7h5X3xhh3peIK9Y0qI5hbK,kard,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,9/22/19,60,193160,0.037000000000000005,0.76,0.887,0.0,9.0,0.138,-1.993,1.0,0.0409,130.018,4.0,0.24
volcano,spotify:track:6A8Mh4ewVvN3iicSYZTLEK,nct resonance pt. 1 - the 2nd album,spotify:album:1rGpCbxrR8efs4nMPdUj1q,nct,spotify:artist:48eO052eSDcn8aTxiv6QaG,10/12/20,60,228693,0.0589,0.855,0.711,8.97e-06,9.0,0.105,-5.871,1.0,0.10099999999999999,100.037,4.0,0.314
illusion,spotify:track:4hQHA562yLkVKlakkOkz5l,treasure ep.3: one to all,spotify:album:4Y8cigF15iNUSV1dhlQqRg,ateez,spotify:artist:68KmkJeZGfwe1OUaivBa2L,6/10/19,60,210066,0.195,0.725,0.7440000000000001,0.0,2.0,0.0736,-4.448,1.0,0.0506,140.10399999999998,4.0,0.899
adore u,spotify:track:6wtgR5ZVbOZPHIeMNQwugp,seventeen 1st mini album ’17 carat’,spotify:album:0H2K2JrzdvJcxBEPyxC2sl,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,5/29/15,60,186649,0.00281,0.5329999999999999,0.851,1.57e-06,7.0,0.14,-3.435,1.0,0.201,203.80200000000002,4.0,0.77
leo (bol4 feat. baekhyun),spotify:track:4F9qxQqmkFnBjIvrpiQ7jV,leo,spotify:album:4wMb27rPOFS7vQSNsnjQC7,baekhyun,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,5/7/20,60,187986,0.6509999999999999,0.614,0.56,0.0,3.0,0.196,-4.709,1.0,0.0289,89.994,4.0,0.634
nap of a star,spotify:track:6JxNli46YwzPdPiHnEQUeC,the dream chapter: star,spotify:album:2EUGHPf9UCnInxJ8p7gDVg,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,3/4/19,60,243013,0.40700000000000003,0.626,0.451,1.12e-06,7.0,0.10400000000000001,-9.062000000000001,1.0,0.0259,140.033,4.0,0.355
119,spotify:track:0AHpMhCdgaz00aMkoEZTXd,we boom - the 3rd mini album,spotify:album:31ln9LpD1WyhFlOvDp9YJc,nct dream,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,7/26/19,60,239335,0.11599999999999999,0.7040000000000001,0.883,0.0,0.0,0.0653,-3.623,1.0,0.0621,103.96799999999999,4.0,0.503
at the end,spotify:track:4wX8BpSzIqqVjnf1X4RohI,hotel del luna ost part.6,spotify:album:1U3PIfgY7PqNd7DDeX29P6,chung ha,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,8/3/19,60,224283,0.8959999999999999,0.618,0.405,0.0,11.0,0.10300000000000001,-5.808,1.0,0.0299,133.909,4.0,0.222
misfit,spotify:track:0eg5tx2WEHiCRGC028oOqD,nct resonance pt. 2 - the 2nd album,spotify:album:3Bd1xSHPmhIEH97idB634s,nct,spotify:artist:48eO052eSDcn8aTxiv6QaG,11/23/20,60,215853,0.126,0.779,0.9840000000000001,0.0,2.0,0.308,-1.7630000000000001,1.0,0.12300000000000001,105.97200000000001,4.0,0.754
ah! love,spotify:track:5TgfB8nBnuKaytBbjmrzO7,; [semicolon],spotify:album:1EMYSiKKTSKLZrOC2nTStL,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,10/19/20,60,194626,0.36200000000000004,0.7829999999999999,0.688,0.0,1.0,0.22,-5.619,0.0,0.032,121.98899999999999,4.0,0.88
travel,spotify:track:0YltOLvdxFrB6mexkc2ruh,travel,spotify:album:3xje7wSW2xwQx2GNJ5cfNu,mamamoo,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,11/3/20,60,211533,0.368,0.711,0.897,0.0,4.0,0.354,-2.825,1.0,0.0598,124.97,4.0,0.7040000000000001
island,spotify:track:7GgUU6eRhXsRD5eJNT0MFA,one-reeler / act iv,spotify:album:3gfl9D7cMW3K87YiMbqsWK,iz*one,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,12/7/20,60,193533,0.00788,0.6709999999999999,0.888,0.0,5.0,0.39799999999999996,-3.4819999999999998,1.0,0.0609,133.938,4.0,0.708
mise-en-scène,spotify:track:2MkRGUoxfB1gq0k2lMu0o0,one-reeler / act iv,spotify:album:3gfl9D7cMW3K87YiMbqsWK,iz*one,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,12/7/20,60,199853,0.038,0.648,0.9470000000000001,0.0,5.0,0.10800000000000001,-2.434,0.0,0.0559,126.023,4.0,0.621
oxygen,spotify:track:128rj96Z6tTEU3h3awSMdB,more & more,spotify:album:5KsduuDNWzt65TaHzmtciv,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,6/1/20,60,225400,0.0564,0.775,0.87,2.82e-06,0.0,0.273,-4.198,0.0,0.0576,129.95600000000002,4.0,0.501
punch,spotify:track:0O22hXRIdbyrnMQk7VldC9,nct #127 neo zone: the final round - the 2nd album repackage,spotify:album:64F7bFLt8ULAfBl2L4Pyv4,nct 127,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,5/19/20,60,204000,0.0353,0.636,0.915,0.0,1.0,0.0978,-3.4730000000000003,1.0,0.183,90.946,4.0,0.511
하드캐리 hard carry,spotify:track:1xzCUpXSMnAbckUXDwBTlW,flight log : turbulence,spotify:album:4m7ocqdUZh1ohn3nxurMf0,got7,spotify:artist:6nfDaffa50mKtEOwR8g4df,9/27/16,60,193578,0.0148,0.7,0.873,0.0,1.0,0.34299999999999997,-2.9010000000000002,1.0,0.0869,99.97200000000001,4.0,0.612
happening,spotify:track:5dpQn0AXTRnJV0Ik1FcU47,happening,spotify:album:3C5U9NYko3wIPimlaCaZZz,akmu,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,11/16/20,60,224015,0.0909,0.647,0.5479999999999999,5.5100000000000004e-05,9.0,0.10800000000000001,-8.446,1.0,0.0271,127.98100000000001,4.0,0.272
missing you,spotify:track:2zlgwqw8BLX2JGB76LIFeF,brother act.,spotify:album:3oXEVu3gwToJRkE2xAW44a,btob,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,10/16/17,60,236829,0.65,0.633,0.736,0.0,7.0,0.128,-5.775,1.0,0.131,168.05,4.0,0.47700000000000004
flower shower,spotify:track:3wljaQ1KBCAMnPxCPDEUsC,flower shower,spotify:album:2SUtN48rlxa2SfTtffOnlR,hyuna,spotify:artist:3UwlejyX2b458azZ7eCnHb,11/5/19,60,188373,0.0889,0.9009999999999999,0.5479999999999999,4.88e-05,0.0,0.0697,-5.5729999999999995,1.0,0.0976,99.99600000000001,4.0,0.569
who do u love?,spotify:track:6YKCEtfZXXyionWJPtT5jb,who do u love?,spotify:album:68nS7mAzImPMJt94b0ZQza,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,6/14/19,60,189035,0.28,0.782,0.637,0.0,10.0,0.114,-5.63,0.0,0.264,101.98899999999999,4.0,0.389
